Gene,log2FC,AveExpr,t,P.Value,adj.P.Val,B
REP15,-1.261108929,-1.029550257,-19.23716381,1.95E-73,7.05E-73,156.1594975
NFAM1,-1.350535733,3.619825021,-19.24009314,1.87E-73,6.75E-73,155.8060723
RP11-573G6.4,-1.330926138,-1.074534959,-19.24256914,1.80E-73,6.50E-73,156.244473
C6orf49,-1.546860918,-1.332421307,-19.24316472,1.78E-73,6.44E-73,156.268466
ZNF219,-1.086470511,4.762308434,-19.24564093,1.72E-73,6.20E-73,155.7506251
CTD-2231E14.2,-1.299576537,-0.651315843,-19.25452231,1.50E-73,5.42E-73,156.4029335
COLEC10,-1.913859974,-2.21143941,-19.257436,1.43E-73,5.18E-73,156.5353823
IFNGR1,-0.920172456,6.968112431,-19.2584178,1.41E-73,5.11E-73,155.8988041
RASSF8-AS1,-1.136939629,1.317367214,-19.25931433,1.39E-73,5.04E-73,156.358507
TINAGL1,-1.569823964,5.738727595,-19.26974508,1.19E-73,4.30E-73,156.0678361
RP11-1094M14.8,-1.576630827,-0.486227667,-19.27030975,1.18E-73,4.26E-73,156.6349611
ZNF224,-0.816447444,4.169796116,-19.27935468,1.02E-73,3.71E-73,156.3296447
MCF2L,-1.320186817,4.766966612,-19.28514342,9.37E-74,3.40E-73,156.3532162
RP11-481J2.4,-1.134782154,-0.638919452,-19.28744641,9.05E-74,3.28E-73,156.9045903
RP3-402G11.28,-1.378610503,-1.483686144,-19.29476061,8.09E-74,2.94E-73,157.064243
RP11-395I6.3,-1.34623488,-0.55721958,-19.2998553,7.48E-74,2.72E-73,157.0896768
ARHGEF25,-1.095661942,3.783033439,-19.30145835,7.30E-74,2.65E-73,156.7197361
MAFK,-1.196209673,5.928097424,-19.30269082,7.17E-74,2.60E-73,156.5684266
FNBP1,-0.835511953,5.539190132,-19.30839425,6.57E-74,2.39E-73,156.6632466
CACNA2D4,-0.939782195,1.500424249,-19.31397833,6.03E-74,2.19E-73,157.1784877
RP11-311C24.1,-0.997925866,4.21549928,-19.31887118,5.59E-74,2.03E-73,156.9276782
APBB1IP,-1.305046327,3.722461305,-19.32005811,5.49E-74,2.00E-73,157.0125861
EVI2B,-1.362438093,4.532253205,-19.32192493,5.34E-74,1.94E-73,156.9379066
LTBP2,-1.300166969,7.457179969,-19.33945002,4.08E-74,1.49E-73,157.1463047
PGA3,-2.760394001,-3.593350895,-19.34669523,3.65E-74,1.33E-73,157.9660429
CTD-2006M22.2,-1.652593129,-2.273058019,-19.34726549,3.62E-74,1.32E-73,157.9101079
CDK11A,-1.084943319,4.470575127,-19.34921359,3.51E-74,1.28E-73,157.3619324
SCML4,-1.633965611,0.290477164,-19.35006709,3.47E-74,1.26E-73,157.8129415
AC005519.4,-1.568820038,-0.407147166,-19.35307647,3.31E-74,1.21E-73,157.8952325
RP11-327F22.2,-1.317408526,-2.271371398,-19.35471274,3.23E-74,1.18E-73,158.0238822
RP11-468E2.11,-0.869844262,1.108073187,-19.35790614,3.07E-74,1.12E-73,157.8805181
RP11-452C13.1,-1.642862521,-3.270719892,-19.35872254,3.04E-74,1.11E-73,158.1350396
ANK2,-1.498489627,2.853188549,-19.35996462,2.98E-74,1.09E-73,157.7417991
MVB12B,-1.07824427,4.240852692,-19.36500319,2.76E-74,1.01E-73,157.6303291
TIMP2,-1.176633155,8.097270647,-19.3691697,2.59E-74,9.45E-74,157.6164901
RP3-342P20.2,-1.781124588,-1.167068063,-19.36925318,2.58E-74,9.44E-74,158.1845232
RGS2,-1.272377494,5.489218582,-19.37229883,2.46E-74,9.01E-74,157.642625
PLCG1-AS1,-1.430917236,-3.062658988,-19.3774129,2.28E-74,8.33E-74,158.4110172
RFX3,-1.018017687,3.331410126,-19.37798644,2.26E-74,8.26E-74,157.954121
ROBO2,-2.049685984,2.455140749,-19.3821592,2.12E-74,7.75E-74,158.1289368
CCDC183,-1.700583007,-0.34282537,-19.38645005,1.98E-74,7.26E-74,158.4026658
DBH-AS1,-1.608155507,0.264562082,-19.38864477,1.92E-74,7.03E-74,158.4047831
MYH7B,-1.51192398,-0.31267046,-19.39280158,1.80E-74,6.59E-74,158.4983913
HHIP-AS1,-2.146475197,0.392202768,-19.39440044,1.76E-74,6.43E-74,158.4857055
MMP28,-2.260489983,2.979409414,-19.40082254,1.59E-74,5.83E-74,158.3513639
RP11-205M5.3,-2.165145119,5.036375048,-19.4009246,1.59E-74,5.82E-74,158.1040122
PTGER2,-1.57655807,1.738806572,-19.40828415,1.42E-74,5.20E-74,158.6011799
NBPF8,-1.023116914,4.325961306,-19.4103045,1.37E-74,5.05E-74,158.3140906
MT2A,-1.65846467,6.967064472,-19.41164866,1.35E-74,4.94E-74,158.2428123
PIWIL4,-1.073264707,1.082952493,-19.41229001,1.33E-74,4.90E-74,158.715113
CTD-3128G10.6,-1.400310847,-0.987688415,-19.42382523,1.12E-74,4.11E-74,159.009966
HSD17B6,-1.937651479,3.01003933,-19.42818426,1.04E-74,3.84E-74,158.7668401
CTD-2666L21.1,-1.438966714,-2.232154983,-19.42852248,1.04E-74,3.82E-74,159.1516858
NCF1,-1.34272764,3.379895192,-19.42886015,1.03E-74,3.80E-74,158.7270824
MAPK7,-0.7288118,4.448212867,-19.43731878,9.08E-75,3.34E-74,158.7144524
NEK5,-1.664522489,0.434131794,-19.4419998,8.45E-75,3.11E-74,159.2128125
ZSWIM6,-0.811684455,4.48963287,-19.44211305,8.43E-75,3.11E-74,158.7835087
ZNF276,-0.955069406,4.723793444,-19.45294602,7.14E-75,2.63E-74,158.9265457
MCOLN2,-1.301237898,2.114063409,-19.45629113,6.78E-75,2.50E-74,159.3016652
ATP13A4-AS1,-3.027295336,-2.728771373,-19.4591487,6.49E-75,2.39E-74,159.646734
C16orf45,-1.222106437,3.061168161,-19.46088533,6.32E-75,2.33E-74,159.2618924
TBC1D17,-0.697270963,5.35353936,-19.46364005,6.05E-75,2.23E-74,159.0487179
PPARGC1A,-2.203297314,1.868579398,-19.4681398,5.65E-75,2.08E-74,159.5074181
CLDN11,-1.780181759,1.959708565,-19.46926841,5.55E-75,2.05E-74,159.5160956
SAMSN1,-1.335234745,3.625935762,-19.47116022,5.39E-75,1.99E-74,159.3416417
TMEM108,-1.736674502,2.647477016,-19.47480724,5.10E-75,1.88E-74,159.527662
WDR17,-1.990820506,0.349794898,-19.47686464,4.94E-75,1.82E-74,159.7526909
ERMN,-1.5786942,-0.122187042,-19.48030549,4.68E-75,1.73E-74,159.8305601
SLC16A5,-1.281237952,4.004513417,-19.48114567,4.62E-75,1.71E-74,159.4421927
ABR,-0.837338178,6.627202042,-19.48134208,4.61E-75,1.70E-74,159.3078505
SAT2,-0.757913527,4.93632497,-19.48876418,4.11E-75,1.52E-74,159.4591628
RP11-331F4.5,-1.448794262,-1.171110819,-19.49120777,3.96E-75,1.47E-74,160.0541815
PDE8A,-0.771065384,4.811741374,-19.49461114,3.76E-75,1.39E-74,159.5588685
FAR2,-1.210464781,2.697038894,-19.49734871,3.60E-75,1.33E-74,159.8680391
CREB5,-1.490550698,3.213223924,-19.49941969,3.49E-75,1.29E-74,159.8334113
BMP5,-2.486761953,2.392729148,-19.50294853,3.31E-75,1.23E-74,159.9889976
DPT,-1.820459469,4.020008259,-19.50501719,3.20E-75,1.19E-74,159.8069735
AC068580.6,-1.582205852,0.744772357,-19.50706907,3.10E-75,1.15E-74,160.1927322
ASIC3,-1.65019768,0.271772609,-19.50761254,3.08E-75,1.14E-74,160.2293617
RP11-411B6.6,-1.761070942,-0.960924879,-19.50978939,2.97E-75,1.10E-74,160.3276605
RAB37,-1.450181453,2.19134685,-19.51068789,2.93E-75,1.09E-74,160.1293322
CTB-131B5.5,-1.921652047,-0.540054318,-19.51694188,2.66E-75,9.89E-75,160.4146158
RP3-449M8.6,-1.559150928,-2.649940595,-19.51778749,2.63E-75,9.76E-75,160.5429473
TNFSF14,-1.567018361,1.443942333,-19.52124654,2.49E-75,9.26E-75,160.360219
RP11-338I21.1,-1.338109328,-2.093603556,-19.52364395,2.40E-75,8.93E-75,160.6041092
CTD-2013N17.6,-1.313178279,0.082128933,-19.52397713,2.39E-75,8.88E-75,160.4910801
PRPH,-2.012805179,-1.478401735,-19.53950444,1.88E-75,7.00E-75,160.8138987
CTD-2081C10.7,-1.264315314,-2.184977407,-19.54314182,1.78E-75,6.62E-75,160.9087168
RASSF8,-1.202950484,4.313581155,-19.54698424,1.68E-75,6.24E-75,160.4152573
HRASLS5,-2.411692784,-0.608437556,-19.54789725,1.65E-75,6.15E-75,160.8942102
ATP6V1B2,-0.733294868,6.803732583,-19.54846355,1.64E-75,6.10E-75,160.3423497
RELT,-1.042323024,4.011607046,-19.55211211,1.55E-75,5.77E-75,160.5326309
ACADVL,-0.843590991,7.758440581,-19.55901498,1.39E-75,5.19E-75,160.5233527
GS1-114I9.1,-1.189874846,1.907253469,-19.55918357,1.39E-75,5.18E-75,160.9034221
RP11-62H7.2,-1.850648675,-2.026560822,-19.56063081,1.36E-75,5.06E-75,161.1692543
C5orf58,-1.966450568,-1.585306437,-19.56296426,1.31E-75,4.89E-75,161.1808163
GLYCTK,-0.971557749,2.178875013,-19.56863796,1.20E-75,4.48E-75,161.022215
HRH2,-1.610939554,0.122582464,-19.56928708,1.19E-75,4.43E-75,161.1860294
NFIL3,-0.979877426,5.372728959,-19.57664416,1.06E-75,3.96E-75,160.7860973
ISCU,-0.637789428,6.048348708,-19.58260845,9.67E-76,3.61E-75,160.8634097
SLC25A29,-1.11719607,5.321851481,-19.59927119,7.48E-76,2.80E-75,161.1370896
ENDOU,-1.978582211,-2.157537608,-19.60409757,6.94E-76,2.60E-75,161.845428
CAT,-1.02962233,6.363941402,-19.60547926,6.79E-76,2.54E-75,161.2163706
NCKAP1L,-1.377837114,5.190132879,-19.60859531,6.47E-76,2.43E-75,161.2875342
LRRN4,-2.937802405,1.614812529,-19.61327775,6.02E-76,2.26E-75,161.76305
CYP4F35P,-1.969068677,-0.969947164,-19.61478312,5.88E-76,2.21E-75,161.9439482
BEGAIN,-1.686246417,0.104758469,-19.61498917,5.87E-76,2.20E-75,161.8910077
CPB2,-3.553409803,-0.629372523,-19.62054672,5.38E-76,2.02E-75,162.0141247
HERC2P3,-1.647901638,2.875968505,-19.62066169,5.37E-76,2.02E-75,161.744466
ZNF763,-1.131030127,0.758339331,-19.62272506,5.20E-76,1.95E-75,161.9722634
RP5-1160K1.6,-1.820510533,-2.322451209,-19.62310788,5.17E-76,1.94E-75,162.1469896
NCKAP5L,-0.800633424,4.926171502,-19.63303084,4.44E-76,1.67E-75,161.6816332
RP3-394A18.1,-1.379568555,2.477536381,-19.63688177,4.18E-76,1.57E-75,162.0421739
ZNF677,-1.636387685,2.043662009,-19.64186182,3.87E-76,1.46E-75,162.1645509
ASGR2,-1.507872192,-0.568037189,-19.64291401,3.81E-76,1.43E-75,162.3558251
ARHGAP20,-1.728415832,2.104910202,-19.64440875,3.72E-76,1.40E-75,162.1977732
S100A4,-1.394630358,6.668230116,-19.64577746,3.64E-76,1.37E-75,161.8408764
LINC01410,-1.552889763,-0.121088227,-19.64692484,3.58E-76,1.35E-75,162.3950586
CTD-2319I12.4,-1.113720021,-0.604358777,-19.65441636,3.19E-76,1.20E-75,162.535204
C16orf52,-0.678039926,3.756931406,-19.66272315,2.80E-76,1.06E-75,162.2734286
FAM105A,-1.535897206,4.153911248,-19.66334354,2.78E-76,1.05E-75,162.2291471
RPL24P8,-1.441481043,-1.443597626,-19.66483506,2.71E-76,1.02E-75,162.7427617
ID3,-1.15234753,5.473823056,-19.66492837,2.71E-76,1.02E-75,162.1441209
CTD-2527I21.14,-1.722890266,-1.982472845,-19.67187957,2.43E-76,9.18E-76,162.8812896
RP11-96D1.10,-1.231036343,0.048358559,-19.67278892,2.40E-76,9.05E-76,162.7856809
LGI3,-3.419274577,1.248102179,-19.67681304,2.25E-76,8.51E-76,162.7728119
EPB41L4A-AS2,-1.120986616,-0.775069062,-19.67720854,2.24E-76,8.46E-76,162.8961946
RP11-61F12.1,-1.822631023,-3.573684887,-19.67780452,2.22E-76,8.38E-76,163.0503257
AC005592.1,-1.970477614,-3.476328731,-19.68941769,1.85E-76,7.01E-76,163.2252765
PIK3C2A,-0.717776797,5.797025539,-19.69018031,1.83E-76,6.93E-76,162.5261536
SERP2,-1.274628967,0.309432111,-19.69151195,1.79E-76,6.78E-76,163.0609153
SECISBP2L,-1.017506169,5.748602955,-19.69322775,1.75E-76,6.61E-76,162.5740898
PTPRE,-1.20589009,5.330582924,-19.69553185,1.69E-76,6.38E-76,162.6228793
RP11-1376P16.2,-1.484371296,-1.979326864,-19.69630922,1.67E-76,6.30E-76,163.2583403
EPB41L4A,-1.254033737,3.279414095,-19.71126435,1.32E-76,5.00E-76,163.0905102
AC026150.6,-1.808334851,-2.683795362,-19.71562091,1.24E-76,4.68E-76,163.5929555
OBSCN,-1.397283667,4.846830339,-19.7165109,1.22E-76,4.61E-76,162.9776838
DNM2,-0.689519895,7.298470471,-19.72091345,1.14E-76,4.31E-76,163.0122827
ASXL3,-1.896351988,-0.669757704,-19.72460584,1.07E-76,4.08E-76,163.6229013
PHBP9,-1.334507676,-1.553073393,-19.72509625,1.07E-76,4.04E-76,163.6797911
AC138035.2,-1.504722412,1.668482136,-19.72740078,1.03E-76,3.90E-76,163.5208726
BMP6,-1.856096586,2.38899307,-19.72767698,1.02E-76,3.89E-76,163.4547603
BTN3A3,-0.995606772,4.979134913,-19.73524329,9.11E-77,3.46E-76,163.2575176
BRINP3,-2.098693542,-1.476139018,-19.73828784,8.69E-77,3.30E-76,163.8794708
TRIM25,-0.802159409,5.834666579,-19.73831349,8.69E-77,3.30E-76,163.2701803
FOXO3,-0.859210781,6.374471541,-19.73944874,8.54E-77,3.24E-76,163.2863354
LINC01088,-2.228268946,-1.750230243,-19.73953084,8.53E-77,3.24E-76,163.913936
CACNA1C-AS1,-1.624679523,-2.872839421,-19.74530312,7.80E-77,2.96E-76,164.060977
ARHGAP4,-1.282823499,5.219496615,-19.74587938,7.73E-77,2.94E-76,163.4073232
FER1L5,-2.027552229,-2.211522657,-19.75063916,7.18E-77,2.73E-76,164.1104821
MROH8,-0.864790268,-0.085873803,-19.75401129,6.81E-77,2.59E-76,164.0481152
EIF1B,-0.706999133,4.8757045,-19.75942597,6.26E-77,2.38E-76,163.6396745
ADCY5,-1.860359145,2.409281555,-19.76203838,6.01E-77,2.29E-76,163.9844004
RP11-166D19.1,-1.563466014,2.998591423,-19.76682771,5.58E-77,2.13E-76,163.9879923
RP11-69E11.4,-1.588803134,0.735973646,-19.76978499,5.33E-77,2.03E-76,164.2462038
RCSD1,-1.266187891,3.807144585,-19.78398532,4.28E-77,1.63E-76,164.1424937
RP11-274B21.3,-1.301739479,2.573587228,-19.79111035,3.83E-77,1.46E-76,164.416379
KCNIP2,-1.224113996,0.067079902,-19.79245542,3.75E-77,1.43E-76,164.6356913
RNF180,-1.348102726,1.891298585,-19.7970755,3.49E-77,1.33E-76,164.5796952
AC060834.2,-2.22959364,-2.868013203,-19.79721891,3.48E-77,1.33E-76,164.8642383
PRUNE2,-1.717110057,2.788639119,-19.7976061,3.46E-77,1.32E-76,164.491478
RP11-1094M14.5,-1.737817983,-2.175050715,-19.80106642,3.28E-77,1.25E-76,164.8892542
SRGAP2,-0.739745168,5.563976469,-19.80887503,2.90E-77,1.11E-76,164.3693631
UBE2FP1,-1.12724513,-2.46916714,-19.80970854,2.87E-77,1.10E-76,165.0382132
PITRM1-AS1,-1.238124369,-0.590189887,-19.8100579,2.85E-77,1.09E-76,164.9416562
ITGAM,-1.491608432,4.439291875,-19.81633485,2.59E-77,9.89E-77,164.5633168
HHIP,-3.1024394,2.004952563,-19.82302142,2.33E-77,8.92E-77,164.9711957
RP4-647C14.3,-1.349822281,-2.120205975,-19.82466469,2.27E-77,8.70E-77,165.2521034
GOLGA8Q,-2.121166264,-3.004877792,-19.83419178,1.96E-77,7.50E-77,165.4436346
AC144831.3,-1.38759605,-1.760205892,-19.85264865,1.47E-77,5.64E-77,165.6668496
RP11-44F14.7,-1.521680483,-2.309989928,-19.86077506,1.30E-77,4.97E-77,165.8220281
CCR10,-1.624940817,-0.20061479,-19.86123579,1.29E-77,4.93E-77,165.7158819
NACAD,-1.374826021,1.848322005,-19.86839758,1.15E-77,4.42E-77,165.6903097
PPT2-EGFL8,-1.321549532,1.112103573,-19.87020415,1.12E-77,4.29E-77,165.7780628
KRT2,-2.626006388,-3.575626129,-19.87070835,1.11E-77,4.26E-77,166.0356721
CHKB,-0.992078851,5.041619149,-19.87189894,1.09E-77,4.18E-77,165.3725876
PKI55,-1.043005755,1.981941449,-19.87232744,1.08E-77,4.16E-77,165.7387836
SEPP1,-1.459653941,7.897124305,-19.87260928,1.08E-77,4.14E-77,165.3778915
LCP2,-1.198006041,4.950988934,-19.87346591,1.06E-77,4.09E-77,165.4032217
FNBP4,-0.832805487,5.957221565,-19.87877859,9.79E-78,3.76E-77,165.4476219
LBH,-1.047844602,7.0445313,-19.8818609,9.33E-78,3.59E-77,165.5035394
SFXN3,-1.029711583,5.557975569,-19.88219575,9.28E-78,3.57E-77,165.508025
RP11-254F7.2,-1.000747141,1.951583198,-19.88497919,8.89E-78,3.42E-77,165.9382491
TRAF3IP2-AS1,-0.815303972,0.665139588,-19.89248615,7.91E-78,3.04E-77,166.1540892
CSF1,-1.225673692,5.687391564,-19.89417845,7.70E-78,2.97E-77,165.6909603
TMEM71,-1.410529346,1.509801225,-19.90574565,6.43E-78,2.48E-77,166.2999952
SCEL,-2.462229779,4.489761592,-19.9071618,6.29E-78,2.43E-77,165.9687236
SRGN,-1.449341858,6.768674835,-19.90868027,6.14E-78,2.37E-77,165.9163752
RP11-231C14.4,-1.32855305,4.074949447,-19.91255384,5.78E-78,2.23E-77,166.1023278
LINC00528,-1.453567017,-1.074090076,-19.91471557,5.59E-78,2.16E-77,166.5926226
RBMS1,-0.740509161,6.492142299,-19.91544085,5.53E-78,2.13E-77,166.0185021
LINC00506,-1.427608831,-2.069276416,-19.91640795,5.45E-78,2.10E-77,166.6735876
LRRC25,-1.314389882,2.992009138,-19.91767427,5.34E-78,2.06E-77,166.3303835
RELN,-2.096890417,0.692823008,-19.91784687,5.33E-78,2.06E-77,166.5466019
SLN,-2.25297658,-2.486095583,-19.92090861,5.08E-78,1.96E-77,166.764852
NXF1,-0.719829077,6.262925175,-19.9213334,5.04E-78,1.95E-77,166.1088065
CCDC159,-0.881907444,3.373010782,-19.92194188,5.00E-78,1.93E-77,166.3456528
SORT1,-1.051514871,6.745414547,-19.92679087,4.63E-78,1.79E-77,166.1978578
ABCA3,-2.488730398,6.693643136,-19.9269065,4.62E-78,1.79E-77,166.1990105
DLGAP2,-1.80928513,-2.902637227,-19.93000823,4.41E-78,1.70E-77,166.9264371
RAD51-AS1,-1.047154131,0.914440874,-19.93658231,3.98E-78,1.54E-77,166.8236451
RP11-343L5.2,-1.210310228,-1.290719136,-19.93671086,3.97E-78,1.54E-77,166.9467838
AGAP6,-1.1687204,3.702987233,-19.93762734,3.91E-78,1.51E-77,166.5435351
TPCN1,-0.994528231,5.894912707,-19.94115131,3.70E-78,1.43E-77,166.4184716
PRDM16,-2.144708534,2.376732706,-19.94196665,3.66E-78,1.42E-77,166.7814277
RP11-582E3.6,-0.893295253,2.581061435,-19.9434305,3.57E-78,1.38E-77,166.7814691
ZC3H7A,-0.634676335,5.513704339,-19.94372794,3.56E-78,1.38E-77,166.4666813
AC004893.11,-0.848359835,1.07897802,-19.95483878,2.99E-78,1.16E-77,167.0964328
RP11-196G11.5,-0.861633755,1.559696,-19.9646758,2.56E-78,9.95E-78,167.212866
ACE,-1.311248119,5.637412594,-19.96668743,2.49E-78,9.65E-78,166.8207186
ZFYVE28,-1.088727287,2.93832921,-19.96723846,2.46E-78,9.57E-78,167.1088223
PIEZO1,-1.027214253,7.0413161,-19.96829124,2.42E-78,9.41E-78,166.8485491
INE1,-1.177169768,-0.224650121,-19.97039773,2.35E-78,9.11E-78,167.4143372
LONRF3,-1.908495338,1.737307494,-19.97201183,2.29E-78,8.89E-78,167.3119488
DENND4B,-0.812071227,5.936430462,-19.97385468,2.22E-78,8.64E-78,166.9274699
ALG1L13P,-1.589954431,-3.113321624,-19.98324809,1.92E-78,7.46E-78,167.7644678
DUSP22,-0.749477914,5.368971436,-19.99143472,1.69E-78,6.57E-78,167.2154761
CCDC88B,-1.214305808,4.490054107,-20.0025638,1.42E-78,5.52E-78,167.4545566
RAPGEF1,-0.783841585,6.659026731,-20.00337127,1.40E-78,5.46E-78,167.3899214
RP4-545K15.5,-1.368484544,-2.50441771,-20.00713934,1.32E-78,5.15E-78,168.1077584
TSNAXIP1,-1.656212306,-0.019364064,-20.01123342,1.24E-78,4.83E-78,168.0404218
CEP126,-1.353787748,2.458281998,-20.01172314,1.23E-78,4.79E-78,167.8593653
PCDHGA6,-1.234561523,1.329193161,-20.01312653,1.20E-78,4.69E-78,167.986221
SERPINI2,-2.245777119,-2.747780848,-20.02094173,1.06E-78,4.15E-78,168.3346497
LINC00894,-1.886068727,0.881666874,-20.02440123,1.01E-78,3.94E-78,168.1939338
U2AF1,-0.99093221,5.277938397,-20.02500551,9.99E-79,3.90E-78,167.7433063
MYH6,-2.715058669,-3.638900131,-20.03355379,8.74E-79,3.41E-78,168.5711788
RP3-508I15.19,-1.499661449,-1.954046443,-20.04814769,6.96E-79,2.72E-78,168.7190289
DNM3OS,-1.460859758,0.972756411,-20.05389528,6.36E-79,2.49E-78,168.6480352
FUT1,-1.20175571,3.389961194,-20.05463714,6.29E-79,2.46E-78,168.4117005
ZNF638-IT1,-1.689983951,-2.124992836,-20.05699611,6.06E-79,2.37E-78,168.8660226
WWC3,-0.919738419,6.04289543,-20.05727466,6.03E-79,2.36E-78,168.2282866
RP11-95O2.5,-1.677827833,-2.464717046,-20.05870918,5.90E-79,2.31E-78,168.9099229
CTD-3105H18.14,-1.623285152,-1.995266974,-20.06648195,5.22E-79,2.04E-78,169.0073085
RP11-354E11.2,-1.706522078,-1.616382002,-20.0750126,4.57E-79,1.79E-78,169.1201747
VASN,-1.468625458,4.716814886,-20.07604934,4.50E-79,1.76E-78,168.5793674
CYP2B7P,-3.291970932,4.389121726,-20.07898112,4.29E-79,1.68E-78,168.6587109
CASZ1,-1.075743746,4.841268582,-20.08479697,3.92E-79,1.54E-78,168.705407
HNRNPDL,-0.711951201,7.631372081,-20.08522036,3.89E-79,1.53E-78,168.6852854
GLIS2,-1.121271096,5.095156623,-20.0908163,3.57E-79,1.40E-78,168.7813878
RP11-876N24.3,-1.564885526,2.124205696,-20.09125973,3.54E-79,1.39E-78,169.1361881
RHOB,-1.331846821,7.854797618,-20.09270473,3.46E-79,1.36E-78,168.8075642
CRTC3,-0.669651885,5.638545893,-20.09449137,3.37E-79,1.32E-78,168.8155148
RP11-50C13.1,-1.056514217,-1.426817325,-20.09625555,3.28E-79,1.29E-78,169.4415465
HHATL,-2.577509579,-3.399940995,-20.09691872,3.24E-79,1.28E-78,169.549665
KCTD10,-0.602279734,6.173194869,-20.09727869,3.22E-79,1.27E-78,168.8532571
DPP9-AS1,-1.610761387,-1.866293071,-20.09785764,3.19E-79,1.26E-78,169.4904566
NACC2,-0.869349654,4.753841691,-20.09979546,3.10E-79,1.22E-78,168.9472859
AC002066.1,-1.837248351,-3.156780732,-20.10183823,3.00E-79,1.18E-78,169.6158029
RASA4,-1.134337971,4.85446894,-20.10733287,2.75E-79,1.08E-78,169.056724
RHOXF1-AS1,-2.567433856,0.392827249,-20.11857505,2.31E-79,9.10E-79,169.6946269
LINC00854,-1.246257206,-0.564170462,-20.12430887,2.11E-79,8.32E-79,169.833113
RP11-1277A3.2,-1.553465607,-1.017534121,-20.12826997,1.98E-79,7.82E-79,169.9192908
ZNF467,-1.34771979,2.977772477,-20.12852049,1.98E-79,7.79E-79,169.6217966
CROCCP3,-1.286981623,1.295054896,-20.13430912,1.80E-79,7.12E-79,169.8816829
CTA-363E19.2,-1.364281813,-1.737584298,-20.13450877,1.80E-79,7.10E-79,170.0564681
NRN1L,-1.548161924,-1.939554238,-20.13996936,1.65E-79,6.52E-79,170.1526224
DNAH12,-2.891249051,-0.394026018,-20.1461644,1.50E-79,5.92E-79,170.16642
BNC2,-1.430331425,2.725990316,-20.14696186,1.48E-79,5.85E-79,169.9417108
MSH4,-1.843283864,-3.311918909,-20.15136231,1.38E-79,5.46E-79,170.3967442
RP11-301L8.2,-1.936762401,-3.085128871,-20.15571765,1.29E-79,5.10E-79,170.4548309
PLIN2,-1.409398695,5.963910524,-20.15927964,1.22E-79,4.83E-79,169.8243395
EPB41L4A-AS1,-0.821881991,3.980876055,-20.15974303,1.21E-79,4.79E-79,169.9733441
DOT1L,-0.973355433,5.30153257,-20.16443567,1.12E-79,4.45E-79,169.9223199
MCOLN3,-1.97666774,2.295910037,-20.17053076,1.02E-79,4.05E-79,170.3589764
AF131215.8,-1.844387786,-3.175385037,-20.17497477,9.53E-80,3.78E-79,170.7601891
RP11-178H8.7,-1.107850869,0.422541971,-20.17955176,8.87E-80,3.52E-79,170.6472686
DENND4C,-0.798857292,5.1288649,-20.18577421,8.04E-80,3.19E-79,170.2658976
RP11-356I2.4,-1.192938185,0.323604105,-20.19353273,7.12E-80,2.83E-79,170.8718274
FGFR1,-1.376469215,5.943835222,-20.21135458,5.38E-80,2.14E-79,170.6407947
JADE1,-1.081607996,4.877733653,-20.21639825,4.97E-80,1.98E-79,170.7633723
SNHG14,-1.348650452,4.24640365,-20.22222348,4.54E-80,1.81E-79,170.9186034
FLG2,-2.464514448,-3.860977369,-20.222516,4.52E-80,1.80E-79,171.5335716
CTD-2368P22.1,-1.236431267,1.934436634,-20.22864808,4.10E-80,1.63E-79,171.3058963
FFAR2,-2.221722023,0.261589203,-20.22939547,4.05E-80,1.61E-79,171.4374213
CTD-2201I18.1,-1.485638984,-2.654004455,-20.23353479,3.80E-80,1.51E-79,171.6536163
RP11-403A21.1,-1.809100315,-2.761644388,-20.24459633,3.19E-80,1.27E-79,171.8321394
SGSM2,-1.019088011,5.642579562,-20.24642612,3.10E-80,1.24E-79,171.1960631
AC026150.8,-1.292504867,-1.671551239,-20.2486341,2.99E-80,1.19E-79,171.8405493
ERBB4,-2.490532564,0.268768353,-20.25546851,2.69E-80,1.07E-79,171.8461291
RBM33,-0.786525048,5.865799571,-20.2625715,2.40E-80,9.60E-80,171.445579
RIMS3,-1.441156134,2.773337686,-20.26414992,2.35E-80,9.37E-80,171.7735083
RPS20P22,-2.014443656,-3.119944495,-20.26488642,2.32E-80,9.26E-80,172.1667286
SNHG22,-1.429607817,-1.442990759,-20.2686492,2.19E-80,8.73E-80,172.1422356
MIER2,-0.783251908,4.562076711,-20.26867045,2.18E-80,8.73E-80,171.6124571
EVL,-0.871439073,6.147368874,-20.28673007,1.64E-80,6.58E-80,171.8235047
SLC26A10,-2.052426186,-0.168204962,-20.29182116,1.52E-80,6.07E-80,172.439128
TMEM110,-0.65390381,4.372705754,-20.29211751,1.51E-80,6.05E-80,172.0013841
